id_zgloszenia,godzina,pilnosci,rodzja,numer dyspozytora,id_zdarzenia
845,10:44:12,2,inne,18,845
846,15:13:08,3,kryminalne,91,846
847,11:18:27,5,kryminalne,90,847
848,19:26:16,3,drogowe,18,848
849,07:01:47,2,kryminalne,20,849
850,04:57:41,4,inne,63,850
851,05:23:18,1,drogowe,80,851
852,16:10:58,1,drogowe,20,852
853,19:11:02,3,inne,70,853
854,22:13:56,3,kryminalne,41,854
855,18:45:46,3,drogowe,81,855
856,10:04:43,2,kryminalne,90,856
857,17:28:47,3,drogowe,62,857
858,03:14:00,4,kryminalne,13,858
859,02:57:23,4,kryminalne,35,859
860,01:44:29,2,inne,45,860
861,07:24:18,3,inne,91,861
862,19:41:45,3,inne,69,862
863,08:11:25,1,kryminalne,96,863
864,21:29:09,5,drogowe,73,864
865,01:41:58,2,kryminalne,28,865
866,09:27:53,3,kryminalne,104,866
867,09:12:55,3,kryminalne,24,867
868,00:51:12,3,inne,64,868
869,08:06:52,5,kryminalne,77,869
870,22:00:13,1,inne,60,870
871,12:35:57,5,inne,19,871
872,17:13:35,1,drogowe,85,872
873,01:32:39,3,kryminalne,48,873
874,01:11:32,2,kryminalne,24,874
875,20:59:53,2,kryminalne,29,875
876,18:33:26,1,inne,48,876
877,20:30:53,1,kryminalne,92,877
878,15:27:40,1,drogowe,95,878
879,00:18:46,3,inne,92,879
880,03:37:59,1,drogowe,81,880
881,13:57:39,4,inne,72,881
882,13:46:23,4,drogowe,15,882
883,16:18:06,2,drogowe,89,883
884,14:28:02,5,inne,35,884
885,16:56:47,4,inne,72,885
886,01:45:17,4,drogowe,78,886
887,09:35:42,3,drogowe,30,887
888,15:09:14,2,kryminalne,49,888
889,23:49:39,2,inne,28,889
890,07:40:43,4,drogowe,85,890
891,18:17:04,3,drogowe,53,891
892,11:53:20,2,drogowe,67,892
893,02:12:32,4,drogowe,59,893
894,22:33:04,3,drogowe,110,894
895,14:20:16,5,drogowe,74,895
896,03:02:39,1,drogowe,97,896
897,02:47:45,3,inne,96,897
898,01:41:35,1,inne,63,898
899,20:57:38,2,inne,95,899
900,03:47:40,2,inne,76,900
901,05:36:21,2,inne,57,901
902,06:57:35,3,kryminalne,83,902
903,10:39:35,4,kryminalne,41,903
904,12:43:36,1,kryminalne,45,904
905,16:47:40,4,inne,91,905
906,05:06:44,1,kryminalne,102,906
907,22:41:25,3,inne,86,907
908,18:35:18,4,inne,29,908
909,13:28:40,4,drogowe,18,909
910,03:39:41,5,drogowe,22,910
911,06:22:01,2,drogowe,23,911
912,04:45:25,3,drogowe,35,912
913,05:25:56,1,inne,75,913
914,11:08:56,1,inne,87,914
915,14:27:47,5,inne,38,915
916,21:20:44,4,inne,96,916
917,01:39:40,1,drogowe,93,917
918,00:59:18,5,kryminalne,70,918
919,02:24:54,1,drogowe,95,919
920,07:33:04,2,kryminalne,43,920
921,08:03:30,4,inne,48,921
922,23:29:38,2,drogowe,67,922
923,20:45:31,5,inne,55,923
924,03:37:31,3,inne,95,924
925,04:57:41,1,inne,29,925
926,05:41:19,4,kryminalne,85,926
927,14:12:58,1,inne,86,927
928,13:57:14,4,inne,59,928
929,16:39:17,4,drogowe,38,929
930,15:46:56,1,drogowe,93,930
931,04:09:14,2,kryminalne,87,931
932,02:27:58,1,drogowe,61,932
933,09:41:02,5,drogowe,36,933
934,02:21:57,4,inne,17,934
935,01:12:39,4,drogowe,12,935
936,19:27:36,4,drogowe,65,936
937,22:52:45,5,inne,93,937
938,05:15:36,5,drogowe,19,938
939,19:04:16,2,drogowe,72,939
940,04:55:31,1,inne,45,940
941,14:39:45,4,inne,81,941
942,09:51:13,5,drogowe,83,942
943,12:41:24,2,kryminalne,60,943
944,09:15:03,4,kryminalne,108,944
945,04:04:18,3,drogowe,74,945
946,00:12:08,4,kryminalne,92,946
947,19:38:41,4,inne,24,947
948,21:11:18,1,kryminalne,13,948
949,04:08:19,4,kryminalne,100,949
950,23:32:36,4,inne,19,950
951,23:06:47,1,drogowe,100,951
952,05:57:49,3,drogowe,96,952
953,14:31:37,3,kryminalne,103,953
954,13:12:25,1,kryminalne,109,954
955,22:11:45,5,inne,20,955
956,08:55:00,2,kryminalne,77,956
957,19:39:20,3,kryminalne,100,957
958,00:50:46,2,kryminalne,57,958
959,17:11:21,5,kryminalne,95,959
960,07:17:15,2,inne,88,960
961,02:42:13,1,inne,110,961
962,19:52:45,1,drogowe,53,962
963,13:31:19,4,inne,93,963
964,12:49:11,5,kryminalne,39,964
965,06:47:22,4,inne,20,965
966,06:36:42,4,inne,58,966
967,11:55:11,2,drogowe,85,967
968,22:46:40,5,drogowe,30,968
969,12:19:19,1,drogowe,51,969
970,12:01:38,1,kryminalne,35,970
971,07:24:11,4,drogowe,36,971
972,00:54:08,5,inne,68,972
973,18:07:08,4,kryminalne,81,973
974,00:21:31,4,kryminalne,28,974
975,08:16:49,3,inne,77,975
976,18:44:03,2,inne,47,976
977,19:14:34,2,kryminalne,48,977
978,01:26:24,2,inne,90,978
979,15:45:41,1,inne,92,979
980,23:55:05,4,drogowe,73,980
981,12:04:10,1,drogowe,32,981
982,17:04:42,5,kryminalne,77,982
983,05:40:05,2,drogowe,32,983
984,11:00:27,5,kryminalne,74,984
985,02:45:08,4,kryminalne,92,985
986,21:21:04,5,drogowe,82,986
987,12:39:49,4,inne,53,987
988,16:39:33,1,drogowe,47,988
989,16:05:52,5,inne,76,989
990,23:38:07,5,inne,56,990
991,22:52:59,5,inne,35,991
992,20:20:18,2,inne,89,992
993,20:53:36,4,kryminalne,92,993
994,17:06:52,5,inne,81,994
995,15:53:44,5,kryminalne,95,995
996,08:58:49,2,drogowe,11,996
997,04:30:08,1,inne,13,997
998,04:51:52,2,drogowe,39,998
999,07:29:26,1,inne,29,999
1000,23:43:19,1,drogowe,85,1000
1001,03:25:42,1,inne,22,1001
1002,12:58:43,2,drogowe,51,1002
1003,18:39:29,5,inne,80,1003
1004,15:51:03,1,drogowe,11,1004
1005,18:20:20,3,inne,46,1005
1006,00:47:25,2,drogowe,109,1006
1007,15:56:39,3,kryminalne,69,1007
1008,08:51:56,1,inne,82,1008
1009,04:23:58,3,inne,20,1009
1010,09:41:09,3,drogowe,67,1010
1011,19:39:11,5,drogowe,111,1011
1012,11:45:37,5,inne,40,1012
1013,10:38:05,1,kryminalne,55,1013
1014,14:21:33,2,drogowe,107,1014
1015,08:48:30,5,inne,64,1015
1016,23:37:18,4,drogowe,64,1016
1017,11:54:20,5,kryminalne,39,1017
1018,20:19:40,1,drogowe,44,1018
1019,11:00:53,5,inne,93,1019
1020,12:45:25,5,drogowe,14,1020
1021,08:04:50,1,drogowe,31,1021
1022,03:47:14,4,kryminalne,64,1022
1023,04:25:21,2,drogowe,38,1023
1024,05:34:38,4,kryminalne,34,1024
1025,02:14:27,5,kryminalne,77,1025
1026,07:26:55,1,kryminalne,49,1026
1027,20:48:43,2,kryminalne,25,1027
1028,09:00:03,3,kryminalne,51,1028
1029,16:30:48,2,drogowe,50,1029
1030,07:03:35,5,drogowe,11,1030
1031,04:09:13,3,drogowe,38,1031
1032,15:34:30,1,drogowe,97,1032
1033,18:33:53,5,kryminalne,22,1033
1034,11:27:16,1,drogowe,21,1034
1035,12:31:52,2,kryminalne,89,1035
1036,23:15:48,5,inne,51,1036
1037,08:22:00,2,kryminalne,38,1037
1038,09:54:29,2,inne,97,1038
1039,13:12:32,3,drogowe,51,1039
1040,03:46:04,1,kryminalne,32,1040
1041,04:20:50,4,drogowe,70,1041
1042,07:11:52,4,inne,40,1042
1043,13:25:27,3,inne,58,1043
1044,11:05:41,5,drogowe,110,1044
1045,03:28:17,3,inne,18,1045
1046,09:29:26,2,inne,63,1046
1047,15:48:43,2,drogowe,97,1047
1048,18:02:59,5,drogowe,26,1048
1049,20:22:37,2,drogowe,34,1049
1050,23:37:58,5,drogowe,41,1050
1051,04:35:47,2,kryminalne,53,1051
1052,00:11:48,1,kryminalne,72,1052
1053,11:20:31,3,kryminalne,18,1053
1054,17:55:23,2,drogowe,86,1054
1055,08:41:29,3,drogowe,102,1055
1056,16:38:38,3,kryminalne,102,1056
1057,02:24:59,1,kryminalne,72,1057
1058,12:52:54,2,inne,84,1058
1059,19:02:33,1,drogowe,96,1059
1060,06:11:55,4,kryminalne,36,1060
1061,12:56:49,1,inne,79,1061
1062,00:34:56,3,kryminalne,97,1062
1063,23:56:05,2,drogowe,102,1063
1064,14:58:18,5,kryminalne,30,1064
1065,00:58:09,1,drogowe,104,1065
1066,07:15:24,1,drogowe,90,1066
1067,13:24:35,2,kryminalne,51,1067
1068,00:06:05,4,kryminalne,26,1068
1069,01:41:46,2,drogowe,44,1069
1070,10:40:15,4,drogowe,75,1070
1071,13:35:56,3,kryminalne,35,1071
1072,18:20:58,4,drogowe,25,1072
1073,12:06:36,1,inne,110,1073
1074,20:42:33,2,kryminalne,102,1074
1075,16:09:08,1,kryminalne,101,1075
1076,22:17:37,4,drogowe,22,1076
1077,06:13:15,5,kryminalne,79,1077
1078,14:57:31,1,kryminalne,44,1078
1079,01:45:03,4,drogowe,36,1079
1080,05:54:38,4,kryminalne,30,1080
1081,21:05:47,3,drogowe,31,1081
1082,00:04:25,5,kryminalne,102,1082
1083,21:12:59,1,inne,42,1083
1084,06:20:11,3,inne,53,1084
1085,12:09:33,1,inne,81,1085
1086,13:13:37,1,drogowe,30,1086
1087,13:27:50,2,kryminalne,39,1087
1088,06:51:38,5,inne,109,1088
1089,16:48:30,2,drogowe,12,1089
1090,21:44:20,4,inne,19,1090
1091,16:14:11,2,inne,22,1091
1092,23:48:26,4,kryminalne,50,1092
1093,10:16:44,3,kryminalne,16,1093
1094,04:44:15,3,inne,32,1094
1095,22:45:00,1,inne,101,1095
1096,15:21:03,4,kryminalne,25,1096
1097,13:00:56,2,drogowe,45,1097
1098,12:11:40,2,kryminalne,28,1098
1099,20:56:11,1,kryminalne,35,1099
1100,16:47:57,2,kryminalne,66,1100
1101,07:49:06,5,kryminalne,87,1101
1102,21:55:01,3,inne,28,1102
1103,04:54:34,2,drogowe,98,1103
1104,19:54:04,4,inne,39,1104
1105,18:05:58,1,kryminalne,70,1105
1106,14:01:16,4,drogowe,73,1106
1107,13:39:19,3,drogowe,25,1107
1108,16:06:34,3,kryminalne,110,1108
1109,21:35:56,5,inne,83,1109
1110,16:16:09,2,drogowe,86,1110
1111,12:22:32,3,kryminalne,75,1111
1112,09:18:58,3,inne,45,1112
1113,02:02:45,1,drogowe,92,1113
1114,10:28:10,4,kryminalne,75,1114
1115,19:08:25,5,inne,13,1115
1116,03:25:35,2,inne,57,1116
1117,15:28:23,4,kryminalne,84,1117
1118,12:27:38,4,kryminalne,103,1118
1119,10:56:49,3,inne,51,1119
1120,00:16:22,4,kryminalne,48,1120
1121,06:52:02,1,kryminalne,90,1121
1122,20:39:58,1,drogowe,66,1122
1123,14:26:35,5,drogowe,27,1123
1124,08:10:29,4,inne,76,1124
1125,04:51:30,1,drogowe,85,1125
1126,23:42:54,4,inne,68,1126
1127,01:09:15,5,drogowe,92,1127
1128,20:37:08,3,kryminalne,19,1128
1129,06:06:01,3,kryminalne,101,1129
1130,07:53:11,2,kryminalne,91,1130
1131,06:15:05,5,kryminalne,75,1131
1132,23:00:54,1,inne,69,1132
1133,09:22:29,3,drogowe,38,1133
1134,02:38:01,4,kryminalne,69,1134
1135,13:57:23,1,drogowe,76,1135
1136,16:58:59,1,drogowe,54,1136
1137,03:53:29,2,drogowe,82,1137
1138,12:58:25,5,inne,79,1138
1139,21:15:54,4,inne,42,1139
1140,14:36:10,1,inne,73,1140
1141,04:23:02,5,kryminalne,47,1141
1142,05:21:09,3,kryminalne,83,1142
1143,12:38:31,3,kryminalne,109,1143
1144,04:01:02,1,kryminalne,56,1144
1145,20:51:21,5,inne,82,1145
1146,07:04:37,1,inne,102,1146
1147,02:30:43,5,kryminalne,91,1147
1148,21:41:14,4,inne,101,1148
1149,01:54:05,1,inne,101,1149
1150,00:07:10,1,inne,32,1150
1151,20:40:00,2,drogowe,51,1151
1152,07:50:24,3,inne,46,1152
1153,17:15:38,5,kryminalne,105,1153
1154,01:06:42,3,drogowe,107,1154
1155,05:57:25,1,inne,85,1155
1156,22:27:01,3,drogowe,64,1156
1157,11:20:36,4,kryminalne,84,1157
1158,04:18:30,3,drogowe,97,1158
1159,05:55:28,4,drogowe,84,1159
1160,22:26:10,2,inne,16,1160
1161,08:40:57,1,drogowe,27,1161
1162,16:50:37,1,inne,30,1162
1163,10:08:45,5,inne,70,1163
1164,02:20:33,4,kryminalne,105,1164
1165,14:24:40,2,drogowe,96,1165
1166,08:24:45,3,inne,33,1166
1167,17:46:24,1,inne,18,1167
1168,08:14:48,1,drogowe,54,1168
1169,20:27:27,4,inne,109,1169
1170,23:05:52,3,inne,109,1170
1171,14:18:00,2,drogowe,105,1171
1172,08:18:53,5,kryminalne,71,1172
1173,03:42:52,4,kryminalne,48,1173
1174,16:46:21,3,inne,78,1174
1175,06:34:48,5,drogowe,51,1175
1176,10:08:27,4,drogowe,47,1176
1177,22:40:48,5,drogowe,76,1177
1178,04:01:28,2,kryminalne,103,1178
1179,12:56:44,1,inne,83,1179
1180,09:56:57,3,kryminalne,94,1180
1181,13:47:12,1,inne,79,1181
1182,04:01:41,5,inne,31,1182
1183,07:59:20,5,drogowe,87,1183
1184,02:53:13,2,kryminalne,24,1184
1185,19:23:15,5,drogowe,95,1185
1186,09:34:34,1,drogowe,94,1186
1187,22:41:25,2,inne,29,1187
1188,10:25:07,3,kryminalne,101,1188
1189,00:13:19,3,inne,74,1189
1190,09:08:53,4,drogowe,88,1190
1191,17:30:30,3,drogowe,66,1191
1192,21:11:48,3,inne,80,1192
1193,08:34:08,1,kryminalne,14,1193
1194,08:05:10,3,drogowe,89,1194
1195,11:09:55,3,drogowe,75,1195
1196,10:49:54,3,kryminalne,107,1196
1197,12:14:56,3,inne,15,1197
1198,04:13:43,1,kryminalne,59,1198
1199,20:23:58,4,kryminalne,91,1199
1200,03:55:54,2,inne,88,1200
1201,23:53:22,3,inne,65,1201
1202,07:32:32,3,drogowe,65,1202
1203,19:20:17,5,kryminalne,11,1203
1204,16:49:27,1,drogowe,97,1204
1205,14:29:22,4,drogowe,105,1205
1206,04:45:29,3,kryminalne,103,1206
1207,07:08:46,3,kryminalne,40,1207
1208,17:40:23,3,drogowe,76,1208
1209,13:59:45,2,kryminalne,48,1209
1210,19:58:09,1,kryminalne,34,1210
1211,01:34:02,3,inne,46,1211
1212,07:56:56,3,inne,87,1212
1213,13:17:27,4,kryminalne,25,1213
1214,12:02:55,1,inne,67,1214
1215,00:45:03,4,inne,33,1215
1216,15:50:59,3,kryminalne,78,1216
1217,00:35:12,5,drogowe,16,1217
1218,17:19:19,4,kryminalne,69,1218
1219,11:52:57,2,drogowe,58,1219
1220,22:37:24,2,inne,59,1220
1221,23:49:54,4,inne,21,1221
1222,06:26:53,1,inne,93,1222
1223,00:56:16,1,drogowe,106,1223
1224,08:55:36,2,inne,49,1224
1225,21:31:25,1,drogowe,43,1225
1226,13:02:39,2,drogowe,27,1226
1227,00:14:40,5,drogowe,23,1227
1228,01:37:17,1,drogowe,97,1228
1229,11:18:28,4,drogowe,107,1229
1230,11:56:20,4,kryminalne,34,1230
1231,01:25:53,3,inne,11,1231
1232,15:48:13,3,kryminalne,25,1232
1233,11:26:45,4,inne,58,1233
1234,01:33:35,5,kryminalne,62,1234
1235,22:10:36,3,kryminalne,107,1235
1236,03:24:25,2,kryminalne,42,1236
1237,10:38:13,3,inne,22,1237
1238,09:52:28,3,inne,105,1238
1239,00:28:32,3,kryminalne,42,1239
1240,08:23:48,5,drogowe,98,1240
1241,18:13:17,3,drogowe,39,1241
1242,19:53:08,3,inne,104,1242
1243,07:11:32,4,drogowe,24,1243
1244,14:20:17,4,drogowe,18,1244
1245,20:22:10,1,kryminalne,29,1245
1246,15:00:04,4,drogowe,56,1246
1247,14:38:49,3,drogowe,50,1247
1248,07:06:35,4,inne,80,1248
1249,23:49:24,2,inne,13,1249
1250,19:30:32,3,drogowe,57,1250
1251,08:25:28,5,inne,26,1251
1252,12:26:09,2,drogowe,35,1252
1253,15:07:31,5,drogowe,43,1253
1254,04:04:29,3,kryminalne,85,1254
1255,12:16:49,2,inne,28,1255
1256,05:37:01,1,kryminalne,98,1256
1257,18:15:25,2,drogowe,68,1257
1258,23:11:07,1,kryminalne,95,1258
1259,00:06:13,4,inne,44,1259
1260,09:20:00,5,inne,30,1260
1261,12:48:44,2,drogowe,17,1261
1262,11:13:43,2,inne,76,1262
1263,22:29:34,2,inne,41,1263
1264,09:35:13,2,drogowe,62,1264
1265,11:30:36,5,inne,11,1265
1266,04:08:34,2,inne,48,1266
1267,11:17:12,1,kryminalne,75,1267
1268,03:19:05,4,inne,67,1268
1269,22:29:51,2,drogowe,74,1269
1270,01:43:23,4,drogowe,89,1270
1271,11:46:46,1,inne,100,1271
1272,15:02:05,5,inne,21,1272
1273,13:47:36,2,drogowe,103,1273
1274,16:17:07,1,drogowe,29,1274
1275,16:06:37,2,inne,109,1275
1276,14:49:33,4,inne,37,1276
1277,16:01:07,5,drogowe,28,1277
1278,20:07:13,1,inne,98,1278
1279,04:37:32,1,drogowe,71,1279
1280,20:20:09,1,kryminalne,45,1280
1281,10:12:05,3,kryminalne,99,1281
1282,17:26:29,5,kryminalne,108,1282
1283,15:34:56,3,drogowe,105,1283
1284,09:48:13,4,drogowe,80,1284
1285,01:07:51,3,drogowe,40,1285
1286,19:13:48,3,kryminalne,77,1286
1287,11:14:08,5,kryminalne,39,1287
1288,07:35:12,5,inne,33,1288
1289,05:09:24,1,drogowe,99,1289
1290,15:32:47,1,kryminalne,32,1290
1291,20:52:38,4,kryminalne,61,1291
1292,10:19:39,5,inne,93,1292
1293,15:47:35,1,drogowe,29,1293
1294,19:23:39,3,kryminalne,65,1294
1295,01:39:12,4,inne,44,1295
1296,10:54:28,5,inne,91,1296
1297,16:04:26,1,inne,38,1297
1298,13:34:06,3,kryminalne,30,1298
1299,02:25:52,3,drogowe,110,1299
1300,19:07:32,5,kryminalne,32,1300
1301,01:49:47,1,kryminalne,99,1301
1302,03:06:45,2,kryminalne,12,1302
1303,00:04:35,1,inne,12,1303
1304,17:38:46,1,drogowe,104,1304
1305,22:36:00,4,drogowe,70,1305
1306,17:46:42,1,drogowe,93,1306
1307,11:42:30,1,kryminalne,49,1307
1308,04:58:49,3,kryminalne,73,1308
1309,06:20:09,1,kryminalne,85,1309
1310,02:51:43,3,drogowe,37,1310
1311,20:42:38,1,kryminalne,36,1311
1312,02:39:22,1,drogowe,52,1312
1313,14:13:30,4,kryminalne,93,1313
1314,03:10:06,3,inne,82,1314
1315,07:33:17,1,kryminalne,76,1315
1316,17:39:43,3,drogowe,27,1316
1317,02:44:41,1,kryminalne,21,1317
1318,13:06:17,5,kryminalne,64,1318
1319,18:55:01,5,inne,31,1319
1320,05:54:10,2,drogowe,77,1320
1321,10:04:14,4,inne,40,1321
1322,13:26:47,1,inne,97,1322
1323,20:20:11,1,kryminalne,38,1323
1324,05:01:41,3,drogowe,97,1324
1325,01:07:52,5,drogowe,105,1325
1326,15:17:27,5,inne,26,1326
1327,21:28:40,4,drogowe,104,1327
1328,06:25:46,5,drogowe,40,1328
1329,03:28:17,3,inne,106,1329
1330,13:19:22,3,drogowe,46,1330
1331,23:08:51,5,kryminalne,90,1331
1332,22:58:33,3,drogowe,36,1332
1333,16:14:55,4,inne,59,1333
1334,23:35:39,5,inne,84,1334
1335,11:01:07,1,drogowe,27,1335
1336,22:43:29,4,kryminalne,48,1336
1337,06:37:55,1,kryminalne,54,1337
1338,10:24:43,1,kryminalne,50,1338
1339,21:25:54,3,drogowe,21,1339
1340,15:54:00,4,inne,75,1340
1341,03:43:07,2,kryminalne,29,1341
1342,07:36:57,2,inne,71,1342
1343,22:05:43,4,drogowe,108,1343
1344,13:13:19,5,drogowe,29,1344
1345,17:47:18,4,drogowe,71,1345
1346,12:43:49,2,drogowe,95,1346
1347,15:51:03,5,kryminalne,66,1347
1348,18:07:30,1,kryminalne,55,1348
1349,07:27:59,2,inne,63,1349
1350,02:26:22,1,drogowe,71,1350
1351,16:40:04,4,drogowe,66,1351
1352,17:32:01,1,inne,81,1352
1353,14:29:30,2,inne,89,1353
1354,11:23:30,3,inne,47,1354
1355,06:59:58,4,drogowe,51,1355
1356,21:15:49,5,inne,51,1356
1357,14:17:40,5,kryminalne,76,1357
1358,01:40:28,1,inne,19,1358
1359,18:22:17,5,drogowe,38,1359
1360,04:32:10,4,kryminalne,84,1360
1361,00:58:16,5,drogowe,66,1361
1362,13:04:03,1,inne,105,1362
1363,07:52:11,1,drogowe,94,1363
1364,04:56:28,4,drogowe,11,1364
1365,08:26:22,1,drogowe,19,1365
1366,11:36:34,2,kryminalne,55,1366
1367,02:16:00,4,inne,78,1367
1368,11:06:56,5,inne,70,1368
1369,20:37:40,1,inne,68,1369
1370,16:56:17,5,drogowe,28,1370
1371,03:09:27,2,drogowe,20,1371
1372,07:05:31,3,drogowe,18,1372
1373,09:28:44,5,kryminalne,46,1373
1374,01:06:50,2,kryminalne,41,1374
1375,03:21:43,3,kryminalne,38,1375
1376,13:30:10,1,inne,89,1376
1377,04:59:15,1,drogowe,105,1377
1378,03:22:42,5,kryminalne,40,1378
1379,00:50:29,2,kryminalne,34,1379
1380,16:37:12,4,drogowe,83,1380
1381,02:06:03,1,inne,26,1381
1382,06:26:47,1,drogowe,49,1382
1383,17:54:00,4,inne,75,1383
1384,12:45:02,4,kryminalne,86,1384
1385,01:57:00,1,inne,19,1385
1386,00:23:24,4,kryminalne,22,1386
1387,03:15:17,3,inne,23,1387
1388,00:34:00,2,drogowe,101,1388
1389,03:57:22,4,inne,108,1389
1390,18:28:16,1,drogowe,30,1390
1391,01:20:10,3,drogowe,45,1391
1392,10:19:14,5,kryminalne,61,1392
1393,19:39:29,4,kryminalne,64,1393
1394,00:07:41,5,drogowe,73,1394
1395,21:07:28,1,kryminalne,75,1395
1396,23:22:34,3,drogowe,45,1396
1397,22:25:53,2,drogowe,110,1397
1398,09:39:39,3,kryminalne,102,1398
1399,18:04:39,4,inne,57,1399
1400,02:29:05,5,kryminalne,106,1400
1401,20:15:19,4,kryminalne,101,1401
1402,08:04:50,2,drogowe,72,1402
1403,22:41:23,2,inne,111,1403
1404,22:45:38,5,inne,43,1404
1405,22:45:13,4,kryminalne,32,1405
1406,02:31:02,3,kryminalne,24,1406
1407,01:50:22,5,kryminalne,39,1407
1408,22:59:41,3,inne,61,1408
1409,01:21:15,2,drogowe,39,1409
1410,18:13:47,2,inne,33,1410
1411,19:13:35,4,drogowe,58,1411
1412,06:29:37,1,inne,60,1412
1413,03:41:01,1,drogowe,86,1413
1414,17:12:19,3,kryminalne,25,1414
1415,02:12:45,3,drogowe,53,1415
1416,18:57:23,1,drogowe,23,1416
1417,04:40:26,2,inne,77,1417
1418,12:36:43,2,drogowe,32,1418
1419,09:10:03,1,inne,106,1419
1420,13:46:04,2,inne,72,1420
1421,00:03:06,3,kryminalne,106,1421
1422,10:57:16,4,inne,38,1422
1423,06:54:48,4,kryminalne,83,1423
1424,20:32:15,5,kryminalne,22,1424
1425,11:29:52,3,drogowe,109,1425
1426,16:57:43,2,inne,69,1426
1427,23:01:28,3,drogowe,53,1427
1428,22:53:32,3,inne,26,1428
1429,20:25:32,5,inne,25,1429
1430,10:34:05,3,kryminalne,62,1430
1431,15:43:06,3,kryminalne,48,1431
1432,11:30:00,1,inne,63,1432
1433,08:57:43,5,kryminalne,101,1433
1434,00:40:00,1,kryminalne,69,1434
1435,20:57:06,5,drogowe,64,1435
1436,21:11:36,1,kryminalne,21,1436
1437,11:10:05,1,inne,97,1437
1438,23:04:46,4,inne,53,1438
1439,13:52:35,3,kryminalne,106,1439
1440,09:07:41,4,inne,109,1440
1441,03:10:56,1,drogowe,57,1441
1442,19:09:29,1,drogowe,11,1442
1443,23:51:26,1,drogowe,11,1443
1444,00:20:35,5,kryminalne,109,1444
1445,23:32:42,4,kryminalne,82,1445
1446,20:35:40,5,drogowe,29,1446
1447,17:13:30,4,drogowe,72,1447
1448,01:13:54,4,drogowe,35,1448
1449,07:29:48,5,drogowe,17,1449
1450,01:48:49,5,kryminalne,95,1450
1451,21:56:50,5,drogowe,109,1451
1452,18:46:20,3,drogowe,58,1452
1453,19:35:42,1,inne,64,1453
1454,09:55:08,5,drogowe,60,1454
1455,06:55:32,3,kryminalne,83,1455
1456,19:51:46,3,drogowe,19,1456
1457,16:24:22,3,drogowe,54,1457
1458,21:28:56,1,inne,90,1458
1459,03:05:15,5,inne,85,1459
1460,20:48:33,3,drogowe,107,1460
1461,13:41:41,1,inne,89,1461
1462,05:26:47,3,inne,35,1462
1463,03:04:37,1,kryminalne,46,1463
1464,17:51:23,4,inne,64,1464
1465,08:41:46,5,inne,27,1465
1466,17:40:41,3,inne,109,1466
1467,19:59:53,4,kryminalne,87,1467
1468,11:45:58,5,inne,108,1468
1469,00:40:16,3,kryminalne,62,1469
1470,08:33:16,1,kryminalne,69,1470
1471,06:14:54,1,inne,92,1471
1472,08:51:14,3,inne,39,1472
1473,10:43:46,2,inne,69,1473
1474,23:15:12,4,kryminalne,105,1474
1475,14:47:35,3,inne,29,1475
1476,00:30:51,1,inne,109,1476
1477,07:30:01,1,drogowe,40,1477
1478,06:25:52,5,inne,41,1478
1479,01:23:53,2,inne,69,1479
1480,21:08:36,1,inne,93,1480
1481,14:40:58,5,drogowe,92,1481
1482,10:31:26,3,inne,47,1482
1483,21:05:31,5,inne,11,1483
1484,07:12:07,3,drogowe,103,1484
1485,08:31:00,3,inne,24,1485
1486,06:36:43,2,kryminalne,22,1486
1487,05:48:12,4,drogowe,51,1487
1488,17:24:45,3,inne,80,1488
1489,14:14:39,1,kryminalne,101,1489
1490,17:59:34,5,kryminalne,36,1490
1491,06:25:34,5,kryminalne,97,1491
1492,03:55:40,1,drogowe,91,1492
1493,23:10:46,1,kryminalne,33,1493
1494,00:04:03,5,inne,15,1494
1495,13:04:54,4,drogowe,49,1495
1496,16:38:48,3,kryminalne,50,1496
1497,00:48:10,2,inne,89,1497
1498,10:44:12,2,drogowe,55,1498
1499,04:29:34,2,drogowe,61,1499
1500,23:18:32,3,drogowe,58,1500
1501,04:04:36,4,kryminalne,40,1501
1502,08:28:20,1,kryminalne,47,1502
1503,07:40:29,2,inne,31,1503
1504,23:04:03,3,inne,99,1504
1505,05:55:13,2,kryminalne,61,1505
1506,22:52:03,4,inne,110,1506
1507,14:04:24,2,kryminalne,110,1507
1508,16:50:08,1,inne,73,1508
1509,22:08:45,4,drogowe,82,1509
1510,11:33:55,5,kryminalne,94,1510
1511,09:27:29,2,drogowe,55,1511
1512,12:29:36,2,drogowe,50,1512
1513,02:20:03,1,inne,41,1513
1514,10:12:39,4,kryminalne,35,1514
1515,04:03:30,3,drogowe,73,1515
1516,21:38:41,1,drogowe,12,1516
1517,13:22:33,1,inne,80,1517
1518,14:14:45,5,drogowe,37,1518
1519,05:31:41,2,drogowe,33,1519
1520,14:10:10,5,kryminalne,51,1520
1521,05:59:05,1,kryminalne,63,1521
1522,11:15:59,2,inne,34,1522
1523,21:37:37,5,drogowe,36,1523
1524,14:10:24,5,kryminalne,107,1524
1525,04:49:26,4,drogowe,63,1525
1526,20:24:54,2,drogowe,106,1526
1527,11:54:07,5,kryminalne,100,1527
1528,13:23:37,4,drogowe,101,1528
1529,20:38:44,3,inne,18,1529
1530,14:55:29,5,drogowe,108,1530
1531,17:43:19,1,inne,60,1531
1532,13:44:30,1,inne,22,1532
1533,13:02:49,1,drogowe,55,1533
1534,20:54:32,3,kryminalne,74,1534
1535,05:59:29,1,kryminalne,42,1535
